,city,state,20th,40th,Median,60th,80th,95th,murders,murdersper100k,rapes,rapesper100k,robberies,robberiesper100k,assaults,assaultsper100k,burglaries,burglariesper100k,thefts,theftsper100k,autothefts,autotheftsper100k,arson,arsonper100k,crime index,income inequality
564,Conrad,Montana,20141,34395,39432,52580,74188,124528,0.0,0.0,1.0,39.3,0.0,0.0,9.0,353.8,7.0,275.2,44.0,1729.6,3.0,117.9,1.0,39.3,200.1,104387
565,Dillon,Montana,12816,27607,32180,41656,71932,127500,0.0,0.0,3.0,70.1,2.0,46.8,16.0,374.1,8.0,187.0,8.0,187.0,3.0,70.1,0.0,0.0,171.1,114684
566,Glasgow,Montana,16332,42795,53235,74972,103035,152219,0.0,0.0,3.0,88.8,0.0,0.0,11.0,325.5,5.0,148.0,42.0,1243.0,5.0,148.0,2.0,59.2,208.0,135887
567,Glendive,Montana,19988,35179,47350,59464,93855,152651,0.0,0.0,1.0,18.5,0.0,0.0,7.0,129.6,18.0,333.2,72.0,1332.8,6.0,111.1,0.0,0.0,126.2,132663
568,Hamilton,Montana,13344,27545,31845,38419,60876,87530,0.0,0.0,7.0,147.7,0.0,0.0,15.0,316.5,5.0,105.5,148.0,3123.0,5.0,105.5,1.0,21.1,322.2,74186
569,Havre,Montana,17767,32271,43306,52898,86814,136286,0.0,0.0,18.0,181.8,8.0,80.8,69.0,697.0,52.0,525.3,325.0,3282.8,24.0,242.4,2.0,20.2,496.6,118519
570,Helena,Montana,21309,40792,52288,65444,97299,165848,1.0,3.2,56.0,176.8,23.0,72.6,137.0,432.6,167.0,527.3,1082.0,3416.7,97.0,306.3,14.0,44.2,454.2,144539
571,Kalispell,Montana,18857,32621,41467,51090,75593,135884,0.0,0.0,19.0,81.7,6.0,25.8,47.0,202.2,87.0,374.3,662.0,2848.2,48.0,206.5,1.0,4.3,270.2,117027
572,Laurel,Montana,24837,40623,49839,60133,86842,135143,0.0,0.0,1.0,14.5,1.0,14.5,13.0,188.8,12.0,174.2,148.0,2149.0,21.0,304.9,0.0,0.0,176.3,110306
573,Lewistown,Montana,18659,30782,37695,45913,71762,123352,0.0,0.0,3.0,51.2,0.0,0.0,20.0,341.3,16.0,273.0,59.0,1006.8,8.0,136.5,4.0,68.3,179.5,104693
574,Libby,Montana,13083,20959,24271,30500,44900,102233,0.0,0.0,0.0,0.0,0.0,0.0,8.0,298.1,3.0,111.8,65.0,2421.8,1.0,37.3,0.0,0.0,167.3,89150
575,Livingston,Montana,18253,33332,40358,50167,87929,140375,0.0,0.0,2.0,26.8,0.0,0.0,17.0,227.6,10.0,133.9,163.0,2182.1,12.0,160.6,3.0,40.2,176.4,122122
576,Missoula,Montana,16856,33178,42389,54251,88479,163627,2.0,2.7,71.0,96.9,45.0,61.4,234.0,319.2,325.0,443.4,2843.0,3878.4,174.0,237.4,23.0,31.4,370.4,146771
577,Polson,Montana,14941,28567,33013,40461,65488,120223,0.0,0.0,5.0,103.7,0.0,0.0,24.0,497.8,39.0,809.0,245.0,5081.9,23.0,477.1,1.0,20.7,480.6,105282
578,Sidney,Montana,25286,47720,59131,73227,111906,177273,0.0,0.0,9.0,132.1,0.0,0.0,48.0,704.4,28.0,410.9,94.0,1379.5,8.0,117.4,2.0,29.4,339.9,151987
579,Whitefish,Montana,21801,43065,51250,70016,109520,181744,0.0,0.0,4.0,53.7,0.0,0.0,8.0,107.4,15.0,201.5,127.0,1705.6,9.0,120.9,0.0,0.0,156.5,159943
580,Alliance,Nebraska,26555,41215,52609,66197,93211,143838,0.0,0.0,6.0,70.3,1.0,11.7,15.0,175.8,32.0,375.0,61.0,714.9,8.0,93.8,0.0,0.0,157.3,117283
581,Auburn,Nebraska,22385,41953,51740,63875,99078,154102,0.0,0.0,4.0,114.3,0.0,0.0,0.0,0.0,3.0,85.7,13.0,371.5,3.0,85.7,0.0,0.0,119.2,131717
582,Aurora,Nebraska,25605,49299,58567,68790,104813,151775,0.0,0.0,2.0,44.5,0.0,0.0,14.0,311.2,7.0,155.6,29.0,644.6,5.0,111.1,0.0,0.0,143.4,126170
583,Beatrice,Nebraska,19530,33690,41204,53002,79173,127198,0.0,0.0,23.0,186.4,3.0,24.3,26.0,210.7,62.0,502.4,260.0,2107.0,15.0,121.6,0.0,0.0,327.7,107668
584,Bellevue,Nebraska,28805,47463,58053,70656,102127,158595,1.0,1.9,45.0,83.6,14.0,26.0,18.0,33.4,113.0,210.0,724.0,1345.2,153.0,284.3,6.0,11.1,176.4,129790
585,Blair,Nebraska,20054,39485,47980,61085,101800,138776,0.0,0.0,4.0,50.2,1.0,12.5,5.0,62.7,16.0,200.8,81.0,1016.4,5.0,62.7,0.0,0.0,116.2,118722
586,Chadron,Nebraska,14464,29665,39740,51980,76419,132432,0.0,0.0,3.0,52.1,0.0,0.0,8.0,138.9,13.0,225.7,105.0,1822.6,7.0,121.5,1.0,17.4,167.9,117968
587,Columbus,Nebraska,23737,43762,53857,65445,88401,149676,1.0,4.4,12.0,52.4,0.0,0.0,12.0,52.4,52.0,227.0,414.0,1807.0,33.0,144.0,1.0,4.4,160.8,125939
588,Cozad,Nebraska,18757,31280,40735,48704,79822,142250,0.0,0.0,0.0,0.0,2.0,53.0,5.0,132.5,4.0,106.0,15.0,397.4,0.0,0.0,0.0,0.0,65.7,123493
589,Crete,Nebraska,18750,34714,44308,57835,73819,117243,0.0,0.0,13.0,183.8,1.0,14.1,32.0,452.6,18.0,254.6,96.0,1357.7,12.0,169.7,0.0,0.0,327.5,98493
590,Fairbury,Nebraska,18191,30708,38125,48694,62875,121564,0.0,0.0,2.0,54.3,0.0,0.0,12.0,326.1,20.0,543.5,87.0,2364.1,0.0,0.0,0.0,0.0,241.3,103373
591,Fremont,Nebraska,23892,39100,48056,56607,83659,134750,0.0,0.0,23.0,86.8,5.0,18.9,29.0,109.5,93.0,351.1,476.0,1796.9,28.0,105.7,11.0,41.5,201.9,110858
592,Gering,Nebraska,25382,43041,52484,63555,94451,177813,0.0,0.0,1.0,12.1,0.0,0.0,2.0,24.1,35.0,421.8,81.0,976.3,6.0,72.3,,,88.8,152431
593,Gothenburg,Nebraska,25689,51359,59696,69811,103800,161514,0.0,0.0,1.0,28.3,0.0,0.0,1.0,28.3,15.0,424.4,39.0,1103.6,2.0,56.6,0.0,0.0,106.7,135825
594,Hastings,Nebraska,21010,36376,46903,59575,89306,150023,0.0,0.0,19.0,76.4,9.0,36.2,33.0,132.7,166.0,667.4,737.0,2963.2,46.0,184.9,4.0,16.1,278.5,129013
595,Holdrege,Nebraska,19870,35594,44914,53859,88115,142431,0.0,0.0,2.0,35.9,2.0,35.9,4.0,71.7,10.0,179.4,112.0,2009.0,6.0,107.6,0.0,0.0,155.3,122561
596,Kearney,Nebraska,22662,41345,51333,64034,98136,162359,0.0,0.0,20.0,59.8,7.0,20.9,49.0,146.4,114.0,340.6,594.0,1774.7,35.0,104.6,3.0,9.0,186.5,139697
597,Lexington,Nebraska,23138,38246,44834,53500,81568,139870,0.0,0.0,3.0,29.9,2.0,19.9,18.0,179.2,23.0,229.0,170.0,1692.6,12.0,119.5,0.0,0.0,159.0,116732
598,Lincoln,Nebraska,22245,40420,51126,63673,99507,169265,10.0,3.6,222.0,79.0,191.0,67.9,583.0,207.4,1261.0,448.5,7117.0,2531.5,352.0,125.2,,,274.8,147020
599,McCook,Nebraska,16583,31674,40264,50245,92000,133641,0.0,0.0,1.0,13.3,1.0,13.3,6.0,80.0,25.0,333.4,151.0,2013.9,3.0,40.0,0.0,0.0,137.8,117058
600,Minden,Nebraska,21243,37638,48370,57885,95250,134273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.1,10.0,330.8,48.0,1587.8,4.0,132.3,1.0,33.1,103.9,113030
601,Norfolk,Nebraska,19733,35657,45401,55276,83606,133742,1.0,4.1,14.0,57.5,9.0,36.9,12.0,49.3,60.0,246.3,381.0,1563.8,25.0,102.6,2.0,8.2,163.1,114009
602,Ogallala,Nebraska,15611,28403,35634,48081,76493,121490,0.0,0.0,2.0,44.1,1.0,22.0,7.0,154.3,27.0,595.0,157.0,3459.7,6.0,132.2,0.0,0.0,263.3,105879
603,Omaha,Nebraska,21571,40507,50827,63605,102232,186739,31.0,6.9,410.0,91.2,625.0,139.1,1843.0,410.1,2088.0,464.6,11849.0,2636.7,3500.0,778.8,,,410.8,165168
604,Papillion,Nebraska,37478,61587,77339,91529,132591,203417,0.0,0.0,7.0,35.8,2.0,10.2,20.0,102.2,15.0,76.6,333.0,1701.1,21.0,107.3,0.0,0.0,134.1,165939
605,Plattsmouth,Nebraska,21955,41576,47178,56000,84734,129328,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0,11.0,170.4,93.0,1441.0,5.0,77.5,1.0,15.5,88.2,107373
606,Ralston,Nebraska,28810,45100,53198,62841,90617,150821,0.0,0.0,6.0,100.0,5.0,83.3,9.0,149.9,49.0,816.3,134.0,2232.2,34.0,566.4,0.0,0.0,326.7,122011
607,Schuyler,Nebraska,22439,35283,45804,54739,81517,119175,0.0,0.0,2.0,37.0,0.0,0.0,3.0,55.6,13.0,240.7,83.0,1537.0,1.0,18.5,0.0,0.0,120.6,96736
608,Scottsbluff,Nebraska,17192,31077,37665,47973,80593,134885,2.0,13.6,5.0,33.9,8.0,54.2,51.0,345.8,94.0,637.4,521.0,3532.9,26.0,176.3,5.0,33.9,339.7,117693
609,Seward,Nebraska,24000,46068,61338,72690,101757,167354,0.0,0.0,1.0,13.9,0.0,0.0,0.0,0.0,11.0,152.7,39.0,541.4,7.0,97.2,0.0,0.0,51.2,143354
610,Sidney,Nebraska,25756,45700,57609,70411,100857,172464,0.0,0.0,0.0,0.0,1.0,14.3,16.0,229.1,20.0,286.4,112.0,1603.9,2.0,28.6,0.0,0.0,136.6,146708
611,Valentine,Nebraska,25221,32058,45750,53665,73278,107094,0.0,0.0,3.0,105.0,1.0,35.0,14.0,490.0,7.0,245.0,27.0,945.0,6.0,210.0,0.0,0.0,264.3,81873
612,Wahoo,Nebraska,21875,38468,52612,67197,104286,167589,0.0,0.0,1.0,22.2,2.0,44.4,0.0,0.0,17.0,377.1,32.0,709.8,5.0,110.9,1.0,22.2,94.7,145714
613,Wayne,Nebraska,16140,33641,42500,60309,100667,179044,0.0,0.0,6.0,111.4,0.0,0.0,2.0,37.1,24.0,445.6,88.0,1633.9,2.0,37.1,0.0,0.0,196.1,162904
614,York,Nebraska,20846,37448,50539,64074,89429,139250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,304.7,201.0,2552.1,9.0,114.3,,,132.6,118404
615,Carlin,Nevada,40016,61900,76250,88844,144607,224742,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1000.4,5.0,217.5,11.0,478.5,5.0,217.5,0.0,0.0,251.8,184726
616,Elko,Nevada,35598,63163,76826,89372,124275,202031,2.0,9.6,21.0,100.9,11.0,52.9,47.0,225.9,192.0,922.8,414.0,1989.7,59.0,283.6,0.0,0.0,327.9,166433
617,Fallon,Nevada,17740,31314,37848,46350,81583,130868,1.0,11.8,2.0,23.7,1.0,11.8,19.0,224.9,9.0,106.5,271.0,3207.1,13.0,153.8,1.0,11.8,239.2,113128
618,Henderson,Nevada,30174,52253,64277,77715,118981,214591,10.0,3.3,86.0,28.7,240.0,80.2,218.0,72.8,1089.0,363.9,3756.0,1255.0,641.0,214.2,21.0,7.0,161.1,184417
619,Lovelock,Nevada,12070,26583,33636,45875,73597,104233,0.0,0.0,1.0,54.5,0.0,0.0,13.0,708.8,20.0,1090.5,29.0,1581.2,3.0,163.6,0.0,0.0,338.1,92163
620,Mesquite,Nevada,22701,36849,44498,53123,81695,129305,0.0,0.0,13.0,70.4,2.0,10.8,16.0,86.6,37.0,200.3,239.0,1293.6,40.0,216.5,1.0,5.4,159.9,106604
621,Reno,Nevada,20178,37636,48815,61531,99387,179942,19.0,7.6,142.0,57.1,382.0,153.7,1131.0,455.1,1347.0,542.0,4890.0,1967.6,1432.0,576.2,18.0,7.2,360.9,159764
622,Sparks,Nevada,24799,43807,54196,66487,101657,163514,2.0,2.0,54.0,54.1,105.0,105.3,313.0,313.8,591.0,592.6,1684.0,1688.5,417.0,418.1,11.0,11.0,284.2,138715
623,Winnemucca,Nevada,29893,59167,73106,86447,118000,179762,1.0,12.6,10.0,126.0,3.0,37.8,27.0,340.1,53.0,667.7,95.0,1196.8,15.0,189.0,1.0,12.6,315.1,149869
624,Yerington,Nevada,15154,27241,39489,46390,64667,91666,0.0,0.0,2.0,63.6,0.0,0.0,2.0,63.6,4.0,127.1,9.0,286.0,3.0,95.3,0.0,0.0,91.5,76512
625,Akron,Ohio,13973,27292,35240,44699,71019,127613,42.0,21.3,209.0,105.9,395.0,200.1,731.0,370.3,2301.0,1165.6,5304.0,2686.8,755.0,382.4,103.0,52.2,481.0,113640
626,Beavercreek,Ohio,41677,67612,82956,99491,143835,227301,0.0,0.0,13.0,27.9,9.0,19.3,16.0,34.4,49.0,105.2,1013.0,2175.1,49.0,105.2,2.0,4.3,137.8,185624
627,Brunswick,Ohio,32336,53308,64706,74659,107798,174443,1.0,2.9,2.0,5.7,4.0,11.5,14.0,40.2,22.0,63.1,161.0,462.1,11.0,31.6,0.0,0.0,47.2,142107
628,Canton,Ohio,12373,23705,30444,38088,60914,104238,16.0,22.5,97.0,136.6,188.0,264.7,535.0,753.2,1008.0,1419.1,2512.0,3536.5,246.0,346.3,12.0,16.9,652.8,91865
629,Cincinnati,Ohio,11563,25567,34629,45847,80947,165954,70.0,23.4,292.0,97.6,1196.0,399.8,1275.0,426.3,3448.0,1152.7,10172.0,3400.7,1485.0,496.5,,,586.5,154391
630,Cleveland,Ohio,9772,20027,26583,34925,60143,112783,107.0,27.8,497.0,129.0,2697.0,699.9,2698.0,700.1,5853.0,1518.9,9696.0,2516.1,3395.0,881.0,253.0,65.7,786.2,103011
631,Columbus,Ohio,19550,37332,47156,58795,91198,153694,142.0,16.3,919.0,105.4,1963.0,225.1,1454.0,166.7,7111.0,815.3,23121.0,2650.9,4176.0,478.8,379.0,43.5,419.1,134144
632,Dayton,Ohio,10844,22024,28745,37078,62751,115077,30.0,21.4,122.0,87.0,393.0,280.4,687.0,490.1,1779.0,1269.2,3688.0,2631.1,616.0,439.5,26.0,18.5,523.8,104233
633,Delaware,Ohio,27435,46409,58472,73224,109447,176136,0.0,0.0,35.0,89.0,8.0,20.3,21.0,53.4,119.0,302.7,556.0,1414.2,22.0,56.0,11.0,28.0,170.2,148701
634,Dublin,Ohio,65304,103480,125540,149142,218196,250001,1.0,2.2,12.0,25.9,9.0,19.4,9.0,19.4,60.0,129.6,458.0,989.5,20.0,43.2,1.0,2.2,86.9,184697
635,Elyria,Ohio,16800,32673,40967,50416,76631,124708,3.0,5.6,39.0,72.8,64.0,119.4,85.0,158.6,248.0,462.8,842.0,1571.3,56.0,104.5,12.0,22.4,240.6,107908
636,Euclid,Ohio,14266,26961,35949,45480,72761,121618,4.0,8.5,26.0,55.0,118.0,249.6,155.0,327.9,226.0,478.1,910.0,1925.1,131.0,277.1,6.0,12.7,334.0,107352
637,Fairborn,Ohio,16221,33027,41529,53064,85747,143766,0.0,0.0,30.0,88.4,13.0,38.3,39.0,114.9,165.0,486.2,505.0,1488.1,53.0,156.2,4.0,11.8,211.3,127545
638,Fairfield,Ohio,29713,49558,60336,69944,102225,163588,1.0,2.3,11.0,25.8,12.0,28.2,66.0,154.8,99.0,232.2,782.0,1834.5,51.0,119.6,2.0,4.7,164.0,133875
639,Findlay,Ohio,20597,35983,45364,56288,86782,154375,3.0,7.2,25.0,60.3,24.0,57.9,76.0,183.2,216.0,520.8,1050.0,2531.7,38.0,91.6,3.0,7.2,261.8,133778
640,Gahanna,Ohio,37287,60921,73535,90896,138594,227888,1.0,2.8,13.0,36.9,5.0,14.2,6.0,17.0,87.0,246.9,677.0,1920.9,27.0,76.6,6.0,17.0,143.1,190601
641,Hamilton,Ohio,17472,31939,40401,50136,79706,139248,3.0,4.8,75.0,120.8,111.0,178.8,123.0,198.1,716.0,1153.1,1890.0,3043.8,2.0,3.2,33.0,53.1,402.3,121776
642,Hilliard,Ohio,39038,74109,92727,112587,162039,250001,0.0,0.0,6.0,16.6,2.0,5.5,9.0,24.9,75.0,207.5,293.0,810.6,36.0,99.6,2.0,5.5,74.8,210963
643,Kettering,Ohio,23304,41849,51441,62406,94798,164350,0.0,0.0,23.0,41.7,26.0,47.1,21.0,38.1,192.0,348.1,616.0,1116.9,52.0,94.3,3.0,5.4,131.7,141046
644,Lakewood,Ohio,20755,37817,47145,59341,96675,159794,2.0,4.0,6.0,12.0,40.0,79.8,26.0,51.8,469.0,935.2,652.0,1300.1,78.0,155.5,5.0,10.0,181.8,139039
645,Lancaster,Ohio,16576,29671,38625,49014,80011,137303,0.0,0.0,24.0,60.0,33.0,82.4,70.0,174.9,236.0,589.6,1382.0,3452.8,88.0,219.9,12.0,30.0,304.7,120727
646,Lima,Ohio,13114,23759,30953,38711,64232,110113,5.0,13.4,52.0,139.7,81.0,217.6,137.0,368.1,569.0,1528.7,1334.0,3584.1,79.0,212.3,,,544.9,96999
647,Lorain,Ohio,14342,28498,35753,45467,75451,123308,2.0,3.1,30.0,47.1,87.0,136.6,254.0,398.9,590.0,926.6,1335.0,2096.7,94.0,147.6,11.0,17.3,325.3,108966
648,Mansfield,Ohio,14789,26357,33257,42397,70418,120470,7.0,15.1,45.0,96.8,75.0,161.3,121.0,260.2,569.0,1223.5,1745.0,3752.1,78.0,167.7,19.0,40.9,457.1,105681
649,Marion,Ohio,15663,27671,34932,45533,68368,113686,3.0,8.3,40.0,110.4,28.0,77.3,29.0,80.0,316.0,872.2,649.0,1791.3,30.0,82.8,11.0,30.4,283.4,98023
650,Mason,Ohio,41703,73355,92819,114241,177238,250001,0.0,0.0,5.0,15.0,3.0,9.0,4.0,12.0,31.0,92.8,321.0,960.9,5.0,15.0,0.0,0.0,63.2,208298
651,Massillon,Ohio,19157,35156,42808,52840,76934,143477,1.0,3.1,25.0,77.4,21.0,65.0,37.0,114.5,195.0,603.7,629.0,1947.3,22.0,68.1,6.0,18.6,236.1,124320
652,Mentor,Ohio,32887,56039,70058,84632,122305,191507,0.0,0.0,11.0,23.6,17.0,36.4,44.0,94.3,105.0,225.0,780.0,1671.6,23.0,49.3,6.0,12.9,135.2,158620
653,Middletown,Ohio,15894,29565,36898,46013,72143,124131,5.0,10.2,41.0,84.0,87.0,178.2,116.0,237.6,684.0,1400.8,2092.0,4284.4,180.0,368.6,0.0,0.0,487.5,108237
654,Newark,Ohio,16212,30304,38913,49321,78661,134716,0.0,0.0,26.0,54.4,23.0,48.1,19.0,39.7,503.0,1052.1,1665.0,3482.7,104.0,217.5,19.0,39.7,296.2,118504
655,Parma,Ohio,24093,41705,51383,61386,90119,136046,0.0,0.0,39.0,49.2,37.0,46.6,65.0,81.9,199.0,250.8,633.0,797.8,74.0,93.3,2.0,2.5,126.6,111953
656,Reynoldsburg,Ohio,27601,49125,61648,74398,107611,171179,1.0,2.7,23.0,61.0,48.0,127.3,27.0,71.6,133.0,352.7,894.0,2371.1,35.0,92.8,4.0,10.6,233.6,143578
657,Springfield,Ohio,14177,25853,32165,41799,68532,122653,9.0,15.3,25.0,42.5,177.0,300.8,159.0,270.2,1040.0,1767.4,2691.0,4573.2,293.0,497.9,76.0,129.2,555.3,108476
658,Stow,Ohio,32573,52836,66079,80600,120133,184252,1.0,2.9,19.0,54.8,6.0,17.3,6.0,17.3,102.0,294.0,584.0,1683.4,4.0,11.5,0.0,0.0,147.1,151679
659,Strongsville,Ohio,35968,63584,80323,99174,142297,234946,2.0,4.5,1.0,2.2,9.0,20.1,6.0,13.4,67.0,149.7,760.0,1698.0,25.0,55.9,,,102.3,198978
660,Toledo,Ohio,13153,26566,34548,43546,71711,122118,37.0,13.3,316.0,113.5,803.0,288.5,2163.0,777.0,3381.0,1214.6,7081.0,2543.8,729.0,261.9,,,567.1,108965
661,Warren,Ohio,11232,21261,29176,36813,58181,103331,11.0,27.7,32.0,80.7,101.0,254.8,83.0,209.4,494.0,1246.1,1008.0,2542.7,106.0,267.4,2.0,5.0,448.7,92099
662,Westerville,Ohio,39043,69378,85230,103500,145944,231377,0.0,0.0,12.0,30.4,16.0,40.6,16.0,40.6,77.0,195.3,851.0,2158.9,17.0,43.1,2.0,5.1,148.1,192334
663,Westlake,Ohio,35135,64518,80989,98804,157747,250001,0.0,0.0,1.0,3.1,9.0,27.8,3.0,9.3,25.0,77.3,326.0,1008.4,15.0,46.4,,,62.1,214866
664,Youngstown,Ohio,10563,19369,24448,31193,53534,96861,23.0,36.0,32.0,50.1,151.0,236.3,241.0,377.2,847.0,1325.7,1283.0,2008.2,232.0,363.1,82.0,128.3,460.6,86298
665,Ada,Oklahoma,14841,26152,34801,44886,76120,125210,0.0,0.0,7.0,40.1,4.0,22.9,46.0,263.5,170.0,973.9,394.0,2257.2,41.0,234.9,6.0,34.4,268.9,110369
666,Altus,Oklahoma,18759,34525,41233,52740,81557,142875,1.0,5.2,10.0,52.5,2.0,10.5,40.0,209.9,155.0,813.5,313.0,1642.7,41.0,215.2,2.0,10.5,237.5,124116
667,Ardmore,Oklahoma,18811,33516,45576,56052,86966,161000,2.0,7.9,11.0,43.6,17.0,67.4,101.0,400.6,282.0,1118.6,767.0,3042.3,63.0,249.9,3.0,11.9,371.1,142189
668,Bartlesville,Oklahoma,21985,38007,50418,62376,99079,189214,1.0,2.7,6.0,16.3,10.0,27.2,65.0,176.7,275.0,747.5,771.0,2095.8,101.0,274.5,11.0,29.9,220.1,167229
669,Bethany,Oklahoma,20570,36669,45446,54729,86602,136274,0.0,0.0,11.0,56.1,20.0,101.9,25.0,127.4,151.0,769.6,334.0,1702.3,72.0,367.0,1.0,5.1,252.2,115704
670,Bixby,Oklahoma,35466,62491,76515,93115,141963,250001,0.0,0.0,6.0,23.0,4.0,15.3,24.0,91.8,80.0,306.1,373.0,1427.4,66.0,252.6,5.0,19.1,140.1,214535
671,Chickasha,Oklahoma,16094,32065,41146,53390,80192,142375,1.0,6.1,6.0,36.4,10.0,60.6,73.0,442.7,157.0,952.1,302.0,1831.5,33.0,200.1,1.0,6.1,303.9,126281
672,Choctaw,Oklahoma,32854,58223,68907,81829,118587,194700,0.0,0.0,2.0,15.9,1.0,8.0,15.0,119.5,73.0,581.4,132.0,1051.3,12.0,95.6,2.0,15.9,129.4,161846
673,Claremore,Oklahoma,17072,31945,40206,52373,78254,128228,2.0,10.4,9.0,47.0,4.0,20.9,16.0,83.6,80.0,417.8,401.0,2094.3,30.0,156.7,5.0,26.1,207.0,111156
674,Clinton,Oklahoma,19897,38803,47349,57196,94140,139949,0.0,0.0,5.0,52.9,3.0,31.7,13.0,137.5,49.0,518.2,105.0,1110.5,19.0,201.0,0.0,0.0,176.1,120052
675,Coweta,Oklahoma,23811,42310,51530,60434,90714,131581,0.0,0.0,5.0,51.5,0.0,0.0,18.0,185.2,40.0,411.6,206.0,2119.8,37.0,380.7,2.0,20.6,222.3,107770
676,Duncan,Oklahoma,16873,31741,40243,50024,81585,139588,3.0,13.1,3.0,13.1,5.0,21.8,23.0,100.4,250.0,1091.3,511.0,2230.6,47.0,205.2,5.0,21.8,245.3,122715
677,Durant,Oklahoma,15928,27335,34980,42527,69367,117984,0.0,0.0,7.0,39.2,6.0,33.6,48.0,268.6,225.0,1259.0,667.0,3732.3,52.0,291.0,0.0,0.0,355.8,102056
678,Edmond,Oklahoma,31565,58132,74632,93270,147894,250001,2.0,2.2,28.0,30.1,27.0,29.1,97.0,104.4,198.0,213.2,970.0,1044.4,66.0,71.1,2.0,2.2,120.4,218436
679,Enid,Oklahoma,22349,38618,47747,58975,86438,146326,0.0,0.0,34.0,66.3,21.0,41.0,119.0,232.2,417.0,813.5,1242.0,2423.1,92.0,179.5,4.0,7.8,280.0,123977
680,Glenpool,Oklahoma,31042,52618,63145,74713,103321,161923,0.0,0.0,5.0,35.8,4.0,28.7,42.0,301.0,58.0,415.7,143.0,1024.8,18.0,129.0,1.0,7.2,177.9,130881
681,Guthrie,Oklahoma,18578,31814,42512,52298,82500,126334,1.0,8.5,3.0,25.6,3.0,25.6,31.0,264.7,72.0,614.7,174.0,1485.5,21.0,179.3,1.0,8.5,215.0,107756
682,Guymon,Oklahoma,23188,38760,53486,60205,85639,140240,0.0,0.0,7.0,59.7,3.0,25.6,12.0,102.3,33.0,281.3,122.0,1039.8,10.0,85.2,0.0,0.0,144.0,117052
683,Jenks,Oklahoma,42401,73876,88521,103494,146022,221906,0.0,0.0,6.0,26.4,3.0,13.2,35.0,154.2,47.0,207.1,208.0,916.6,32.0,141.0,2.0,8.8,118.4,179505
684,Lawton,Oklahoma,19691,35790,43674,54161,84515,138199,8.0,8.5,83.0,88.2,131.0,139.2,609.0,647.0,1207.0,1282.2,2097.0,2227.7,314.0,333.6,5.0,5.3,464.2,118508
685,McAlester,Oklahoma,15831,31886,42123,51471,83123,130055,2.0,11.0,18.0,99.0,6.0,33.0,79.0,434.5,173.0,951.5,620.0,3410.2,48.0,264.0,7.0,38.5,422.1,114224
686,Miami,Oklahoma,15674,27088,34679,42472,66373,118739,0.0,0.0,9.0,66.8,1.0,7.4,24.0,178.2,111.0,824.1,172.0,1276.9,13.0,96.5,0.0,0.0,207.8,103065
687,Moore,Oklahoma,30273,50526,60474,71067,100767,158826,0.0,0.0,20.0,32.0,32.0,51.2,58.0,92.8,262.0,419.4,821.0,1314.1,101.0,161.7,6.0,9.6,154.4,128553
688,Muskogee,Oklahoma,14957,28930,36232,47113,73796,129934,1.0,2.6,32.0,83.8,49.0,128.3,379.0,992.2,543.0,1421.5,1058.0,2769.7,110.0,288.0,12.0,31.4,542.5,114977
689,Mustang,Oklahoma,33417,57890,68837,80491,107859,156681,0.0,0.0,3.0,14.0,2.0,9.3,29.0,135.6,43.0,201.0,162.0,757.3,13.0,60.8,0.0,0.0,90.4,123264
690,Newcastle,Oklahoma,34639,59963,78144,87880,122595,202181,0.0,0.0,2.0,20.0,1.0,10.0,4.0,40.0,57.0,569.4,131.0,1308.6,24.0,239.7,0.0,0.0,138.3,167542
691,Norman,Oklahoma,21089,41168,52484,65369,103203,189637,6.0,4.8,90.0,72.5,55.0,44.3,199.0,160.4,553.0,445.7,2535.0,2043.1,277.0,223.3,2.0,1.6,243.9,168548
692,Okmulgee,Oklahoma,13450,22256,28717,35904,57837,106192,1.0,8.2,22.0,180.6,5.0,41.0,61.0,500.7,89.0,730.5,384.0,3151.9,25.0,205.2,6.0,49.2,467.0,92742
693,Owasso,Oklahoma,33066,56494,67340,77548,116295,176363,0.0,0.0,17.0,46.1,9.0,24.4,43.0,116.6,102.0,276.7,550.0,1491.8,77.0,208.8,1.0,2.7,163.3,143297
694,Poteau,Oklahoma,17221,31898,39416,46050,75176,123166,0.0,0.0,8.0,89.8,1.0,11.2,43.0,482.4,139.0,1559.5,384.0,4308.3,21.0,235.6,3.0,33.7,472.0,105945
695,Sallisaw,Oklahoma,11680,23443,30325,39642,67371,129313,1.0,11.7,8.0,93.6,1.0,11.7,7.0,81.9,50.0,584.9,279.0,3263.9,8.0,93.6,0.0,0.0,297.1,117633
696,Sapulpa,Oklahoma,17926,33747,43961,55824,82303,140081,2.0,9.5,8.0,38.0,10.0,47.5,34.0,161.4,106.0,503.3,367.0,1742.5,83.0,394.1,1.0,4.7,232.4,122155
697,Shawnee,Oklahoma,16028,30726,37906,47136,74165,138331,2.0,6.3,24.0,75.7,23.0,72.5,339.0,1068.6,354.0,1115.8,926.0,2918.8,155.0,488.6,6.0,18.9,542.5,122303
