,Unnamed: 0,city,state,20th,40th,Median,60th,80th,95th,20th % of Median,40th % of Median,60th % of Median,80th % of Median,95th % of Median,murders,murdersper100k,rapes,rapesper100k,robberies,robberiesper100k,assaults,assaultsper100k,burglaries,burglariesper100k,thefts,theftsper100k,autothefts,autotheftsper100k,arson,arsonper100k,crime index,income inequality
0,0,Alabaster,Alabama,33578,61734,73325,85277,122176,177359,0.45793385612001364,0.8419229457892943,1.1630003409478349,1.6662257074667577,2.4188066825775656,0.0,0.0,0.0,0.0,5.0,15.0,69.0,207.5,44.0,132.3,462.0,1389.3,21.0,63.2,,,115.9,143781
1,1,Albertville,Alabama,17270,27280,32042,43119,73798,128375,0.5389800886336683,0.8513825603894888,1.3457025154484739,2.303164596467137,4.0064602708944514,0.0,0.0,7.0,32.4,7.0,32.4,8.0,37.1,145.0,671.7,413.0,1913.1,90.0,416.9,,,200.0,111105
2,2,Anniston,Alabama,12553,22337,30539,39541,65472,143838,0.4110481679164347,0.7314253904842988,1.2947706211729264,2.1438815940273095,4.709977405939946,14.0,63.8,47.0,214.1,71.0,323.4,622.0,2833.1,542.0,2468.7,700.0,3188.3,110.0,501.0,,,1302.8,131285
3,3,Athens,Alabama,16777,33804,45920,57566,104817,199193,0.365352787456446,0.7361498257839721,1.2536149825783973,2.282600174216028,4.337826655052265,1.0,3.8,0.0,0.0,12.0,46.1,0.0,0.0,86.0,330.7,597.0,2295.8,12.0,46.1,,,140.2,182416
4,4,Auburn,Alabama,10718,26433,38912,53137,106853,198103,0.27544202302631576,0.6793020148026315,1.3655684621710527,2.746016652960526,5.091051603618421,4.0,6.2,17.0,26.2,30.0,46.3,166.0,256.1,156.0,240.6,1454.0,2242.8,101.0,155.8,,,217.4,187385
5,5,Bessemer,Alabama,12497,24200,30682,39724,68488,115894,0.4073072159572388,0.7887360667492341,1.294700475849032,2.2321882536992375,3.7772635421419727,10.0,37.9,25.0,94.8,117.0,443.9,635.0,2409.0,495.0,1877.8,1867.0,7082.7,219.0,830.8,,,1247.9,103397
6,6,Birmingham,Alabama,12217,24676,32404,41532,68837,125611,0.3770213553882237,0.7615109245772127,1.281693618071843,2.124336501666461,3.8764041476360944,79.0,37.2,159.0,74.9,1114.0,524.8,2355.0,1109.3,3146.0,1481.9,8838.0,4163.2,1515.0,713.6,145.0,68.3,841.0,113394
7,7,Cullman,Alabama,15091,33146,40129,49040,80061,131531,0.3760621994069127,0.8259861945226644,1.2220588601759326,1.9950908320665852,3.2777044032993596,1.0,6.4,8.0,51.2,1.0,6.4,12.0,76.9,70.0,448.3,505.0,3234.5,39.0,249.8,,,251.8,116440
8,8,Daphne,Alabama,24224,48136,61508,76649,118944,203269,0.3938349482994082,0.7825973857059244,1.2461631007348637,1.9337972296286663,3.3047571047668596,0.0,0.0,1.0,3.7,9.0,33.7,24.0,90.0,74.0,277.5,464.0,1739.8,18.0,67.5,,,125.5,179045
9,9,Decatur,Alabama,16869,32375,42602,54318,88674,154311,0.3959673254776771,0.7599408478475189,1.2750105628843715,2.0814515750434253,3.6221538894887564,9.0,16.4,20.0,36.4,53.0,96.4,117.0,212.9,431.0,784.2,1680.0,3056.9,173.0,314.8,,,335.7,137442
10,10,Dothan,Alabama,16714,33081,42569,53758,89563,182530,0.39263313678968265,0.7771148018511123,1.2628438535084217,2.103948882989969,4.287862059244991,6.0,8.7,36.0,52.3,68.0,98.7,472.0,685.1,626.0,908.6,1909.0,2770.9,200.0,290.3,,,423.5,165816
11,11,Enterprise,Alabama,22040,43422,54217,69205,105169,170287,0.40651456185329327,0.8008927089289337,1.276444657579726,1.9397790360956895,3.1408414334987182,1.0,3.5,10.0,35.4,11.0,39.0,83.0,293.9,141.0,499.3,578.0,2046.8,48.0,170.0,,,236.3,148247
12,12,Fairhope,Alabama,30198,51456,61723,79381,128553,235087,0.4892503604815061,0.8336600618894091,1.2860846037943716,2.082740631531196,3.8087422840756284,0.0,0.0,6.0,29.7,4.0,19.8,42.0,208.1,89.0,441.0,490.0,2428.1,27.0,133.8,,,210.1,204889
13,13,Florence,Alabama,13520,26812,37058,45528,73823,143787,0.3648335042366021,0.7235144907982082,1.2285606346807707,1.9920934750930972,3.8800528900642237,1.0,2.5,30.0,74.9,40.0,99.9,118.0,294.6,319.0,796.3,1239.0,3092.9,145.0,362.0,,,362.2,130267
14,14,Foley,Alabama,18773,36438,42172,54194,78652,133762,0.44515318220620315,0.8640330076828228,1.2850706629991464,1.8650289291473015,3.171820165038414,0.0,0.0,14.0,158.7,18.0,204.1,61.0,691.7,114.0,1292.7,800.0,9071.3,42.0,476.2,0.0,0.0,808.3,114989
15,15,Gadsden,Alabama,14087,23647,30496,38598,65466,116663,0.4619294333683106,0.7754131689401889,1.265674186778594,2.146707764952781,3.8255181007345227,3.0,8.4,23.0,64.5,63.0,176.6,524.0,1469.2,497.0,1393.5,1914.0,5366.6,230.0,644.9,,,779.1,102576
16,16,Gardendale,Alabama,27013,47965,62668,73532,106833,175953,0.43104933937575796,0.7653826514329483,1.1733580136592838,1.7047456437097084,2.8077008999808513,1.0,7.3,2.0,14.6,6.0,43.9,101.0,738.6,68.0,497.3,344.0,2515.5,18.0,131.6,,,333.2,148940
17,17,Hartselle,Alabama,21587,42860,54248,65304,91688,169091,0.39793172098510543,0.7900752101459961,1.203804748562159,1.6901636926706975,3.116999705058251,0.0,0.0,1.0,6.9,1.0,6.9,20.0,137.9,35.0,241.3,260.0,1792.7,16.0,110.3,,,132.6,147504
18,18,Helena,Alabama,42076,72410,84888,95459,130937,177852,0.49566487607200077,0.8530063142022429,1.1245287908773913,1.5424677221751013,2.095137121854679,0.0,0.0,2.0,10.5,0.0,0.0,14.0,73.8,6.0,31.6,79.0,416.6,8.0,42.2,,,45.5,135776
19,19,Homewood,Alabama,27038,52924,66573,88491,149443,250001,0.40614062758175234,0.7949769426043591,1.3292325717633275,2.2447989425142323,3.7552911841136796,2.0,7.7,12.0,46.5,38.0,147.2,32.0,123.9,137.0,530.5,772.0,2989.6,65.0,251.7,,,298.5,222963
20,20,Hoover,Alabama,35790,61017,78056,97548,150433,250001,0.45851696218099824,0.7817080045095829,1.249718151071026,1.92724454237983,3.202841549656657,2.0,2.3,17.0,19.9,33.0,38.5,30.0,35.0,213.0,248.7,701.0,818.6,64.0,74.7,2.0,2.3,95.3,214211
21,21,Hueytown,Alabama,20124,34455,41141,51323,79218,133456,0.4891470795556744,0.8374857198415206,1.2474903381055396,1.925524416032668,3.2438686468486426,2.0,12.9,8.0,51.7,11.0,71.1,68.0,439.5,78.0,504.1,453.0,2927.9,26.0,168.0,,,342.3,113332
22,22,Huntsville,Alabama,20002,38918,51441,66640,110721,204167,0.3888338096071227,0.7565560545090492,1.295464707140219,2.152388172858226,3.9689547248303882,22.0,11.3,172.0,88.1,360.0,184.5,1212.0,621.0,1428.0,731.7,6758.0,3462.6,1046.0,535.9,,,505.2,184165
23,23,Jasper,Alabama,16541,30332,39075,51189,87459,168646,0.4233141394753679,0.7762507997440818,1.3100191938579655,2.2382341650671784,4.315956493921945,1.0,7.2,7.0,50.2,27.0,193.7,71.0,509.3,149.0,1068.9,714.0,5122.0,56.0,401.7,,,526.3,152105
24,24,Madison,Alabama,40628,73617,95423,114173,161961,239435,0.4257673726460078,0.771480670278654,1.1964935078545005,1.6972952013665468,2.5091958961675904,2.0,4.1,22.0,45.1,24.0,49.2,129.0,264.5,143.0,293.2,723.0,1482.3,65.0,133.3,,,202.4,198807
25,25,Millbrook,Alabama,25182,46649,59435,70719,104000,158011,0.4236897450996887,0.7848742323546731,1.189854462858585,1.7498107175906452,2.6585513586270717,2.0,12.9,9.0,57.9,11.0,70.8,23.0,148.0,86.0,553.5,480.0,3089.4,36.0,231.7,,,303.8,132829
26,26,Mobile,Alabama,14981,29156,38759,49862,82995,154654,0.3865166799969039,0.7522381898397792,1.2864624990324829,2.1413091153022523,3.990144224567197,50.0,20.1,142.0,57.2,440.0,177.1,1207.0,485.8,3023.0,1216.8,9267.0,3730.2,1259.0,506.8,57.0,22.9,511.2,139673
27,27,Montgomery,Alabama,16615,33458,43440,54827,90248,164783,0.3824815837937385,0.7702117863720074,1.2621316758747698,2.077532228360958,3.7933471454880294,38.0,19.1,52.0,26.1,346.0,173.8,841.0,422.4,2129.0,1069.3,5827.0,2926.7,844.0,423.9,,,421.5,148168
28,28,Northport,Alabama,21334,42835,52281,63304,95780,156579,0.4080641150704845,0.8193225072205964,1.2108414146630706,1.8320231059084562,2.994950364377116,0.0,0.0,5.0,19.7,14.0,55.3,28.0,110.5,82.0,323.6,556.0,2194.4,17.0,67.1,,,170.3,135245
29,29,Opelika,Alabama,15698,31244,41566,52409,81611,142482,0.3776644372804696,0.7516720396477891,1.2608622431795218,1.9634075927440697,3.42784968483857,5.0,16.4,21.0,68.9,47.0,154.2,150.0,492.2,220.0,721.9,1091.0,3579.9,88.0,288.8,,,449.5,126784
30,30,Oxford,Alabama,23988,42530,51928,65980,96990,147708,0.46194731166230163,0.8190186411955015,1.2706054537051301,1.8677784624865197,2.8444769681096904,1.0,4.7,0.0,0.0,9.0,42.7,50.0,237.1,117.0,554.9,942.0,4467.8,42.0,199.2,,,303.2,123720
31,31,Ozark,Alabama,13960,28160,37522,50193,74355,138133,0.37204839827301317,0.750493044080806,1.3376952188049678,1.9816374393689036,3.681386919673791,3.0,20.6,11.0,75.6,5.0,34.3,137.0,941.0,107.0,734.9,544.0,3736.5,31.0,212.9,,,518.1,124173
32,32,Pelham,Alabama,34692,56314,71864,84702,121686,187381,0.48274518535010574,0.7836190582210842,1.1786429923188244,1.6932817544250252,2.6074390515418013,0.0,0.0,5.0,21.5,8.0,34.3,20.0,85.8,35.0,150.2,430.0,1844.7,39.0,167.3,,,142.3,152689
33,33,Prattville,Alabama,25147,45224,56364,70425,104043,160073,0.4461535732027535,0.8023561138315237,1.2494677453693848,1.8459122844368745,2.8399865162160243,4.0,11.2,12.0,33.5,32.0,89.2,37.0,103.2,132.0,368.1,1025.0,2858.5,123.0,343.0,,,264.0,134926
34,34,Prichard,Alabama,9753,18784,25275,32137,58186,103255,0.38587537091988133,0.743184965380811,1.2714935707220574,2.302116716122651,4.085262116716122,9.0,40.7,11.0,49.7,96.0,434.0,288.0,1302.0,441.0,1993.8,746.0,3372.7,172.0,777.6,,,848.5,93502
35,35,Saraland,Alabama,24454,42696,54471,67487,95587,151524,0.4489361311523563,0.7838299278515173,1.2389528372895668,1.7548236676396616,2.781737071102054,0.0,0.0,4.0,28.6,3.0,21.4,38.0,271.4,74.0,528.6,496.0,3543.1,44.0,314.3,,,287.4,127070
36,36,Scottsboro,Alabama,16884,32394,40722,50763,79336,130246,0.4146161779873287,0.7954913805805216,1.2465743332842198,1.9482343696282107,3.1984185452580913,0.0,0.0,9.0,61.4,4.0,27.3,179.0,1221.0,83.0,566.2,465.0,3171.9,38.0,259.2,,,488.7,113362
37,37,Selma,Alabama,8749,18131,23283,30592,55483,121817,0.3757677275265215,0.778722673195035,1.3139200274878666,2.3829832925310312,5.232014774728342,8.0,41.5,21.0,108.9,79.0,409.7,240.0,1244.6,399.0,2069.2,988.0,5123.7,105.0,544.5,44.0,228.2,935.3,113068
38,38,Talladega,Alabama,13108,22333,29074,36143,57608,123938,0.45084955630460205,0.7681433583270276,1.2431381990782142,1.981426704271858,4.262846529545298,1.0,6.5,5.0,32.6,21.0,136.8,109.0,709.8,217.0,1413.1,560.0,3646.8,54.0,351.7,,,495.0,110830
39,39,Troy,Alabama,9761,21737,28148,41585,75765,156745,0.3467741935483871,0.7722395907346881,1.47736961773483,2.6916654824499076,5.568601676850931,1.0,5.2,5.0,25.8,23.0,118.8,193.0,996.9,193.0,996.9,735.0,3796.5,51.0,263.4,,,508.7,146984
40,40,Trussville,Alabama,42638,71558,84198,101512,143800,223436,0.5064015772346137,0.8498776693033089,1.2056343381077936,1.7078790470082426,2.6536972374640726,0.0,0.0,2.0,10.4,22.0,114.6,4.0,20.8,101.0,526.1,811.0,4224.2,39.0,203.1,,,268.9,180798
41,41,Tuscaloosa,Alabama,14793,30055,40542,51995,86876,184545,0.3648808642888856,0.7413299787874303,1.2824971634354496,2.142864190222485,4.5519461299393225,9.0,8.9,54.0,53.4,168.0,166.1,243.0,240.3,814.0,805.0,3161.0,3125.9,199.0,196.8,,,355.5,169752
42,42,Avondale,Arizona,26420,45634,56120,68278,97483,151688,0.4707769066286529,0.8131503920171061,1.2166429080541696,1.7370456165359942,2.7029223093371346,6.0,7.1,27.0,32.1,97.0,115.4,127.0,151.1,480.0,571.1,2633.0,3133.0,234.0,278.4,20.0,23.8,292.4,125268
43,43,Buckeye,Arizona,31063,50459,58711,68413,96589,155808,0.5290831360392431,0.859447122345046,1.1652501234862291,1.6451601914462366,2.653812743778849,0.0,0.0,5.0,52.2,7.0,73.0,14.0,146.0,461.0,4809.1,236.0,2461.9,259.0,2701.9,2.0,20.9,744.1,124745
44,44,Chandler,Arizona,35178,60562,74329,89483,133755,219567,0.47327422674864456,0.8147829245651091,1.2038773560790539,1.799499522393682,2.953988349096584,5.0,2.0,130.0,52.1,142.0,56.9,370.0,148.4,784.0,314.4,4653.0,1866.0,372.0,149.2,,,201.1,184389
45,45,Douglas,Arizona,11226,21629,29207,36571,62836,100813,0.3843599137193139,0.7405416509740815,1.2521313383777861,2.1514020611497244,3.45167254425309,1.0,6.1,0.0,0.0,3.0,18.2,37.0,225.0,94.0,571.7,549.0,3338.8,14.0,85.1,0.0,0.0,243.0,89587
46,46,Eloy,Arizona,13023,24065,30662,38031,67213,117272,0.42472767595068817,0.784847694214337,1.2403300502250343,2.192061835496706,3.824668971365208,1.0,5.7,4.0,22.8,5.0,28.5,80.0,455.8,154.0,877.4,326.0,1857.3,28.0,159.5,8.0,45.6,277.8,104249
47,47,Flagstaff,Arizona,18797,39251,50677,64155,104532,196233,0.3709177733488565,0.7745328255421592,1.2659589162736546,2.062710894488624,3.872230005722517,7.0,9.7,35.0,48.4,57.0,78.7,208.0,287.3,161.0,222.4,2486.0,3434.3,82.0,113.3,36.0,49.7,301.1,177436
48,48,Glendale,Arizona,20058,36762,46817,59063,94657,164950,0.4284341158126322,0.7852275882692185,1.2615716513232373,2.0218510370164684,3.523292820983831,12.0,4.8,97.0,38.9,481.0,193.0,627.0,251.5,1589.0,637.5,8541.0,3426.4,1163.0,466.6,48.0,19.3,368.0,144892
49,49,Goodyear,Arizona,38356,61000,74417,87094,121904,202463,0.515419863740812,0.8197051748928337,1.1703508606904336,1.6381203219694425,2.7206552266283244,2.0,2.5,27.0,34.0,28.0,35.3,153.0,192.6,346.0,435.7,1817.0,2287.9,117.0,147.3,0.0,0.0,215.1,164107
50,50,Kingman,Arizona,17014,33877,42646,53039,78163,142297,0.39895887070299674,0.7943769638418609,1.2437039816160953,1.832833091028467,3.3367021526051683,2.0,6.9,12.0,41.1,15.0,51.4,102.0,349.5,237.0,812.2,1119.0,3834.7,89.0,305.0,15.0,51.4,366.6,125283
51,51,Mesa,Arizona,22667,40573,50615,61670,98347,168289,0.4478316704534229,0.8016003161118246,1.2184135137805,1.9430406006124668,3.32488392768942,23.0,4.7,252.0,51.2,454.0,92.2,1318.0,267.7,1878.0,381.5,7930.0,1610.9,884.0,179.6,23.0,4.7,237.0,145622
52,52,Nogales,Arizona,11482,22693,27929,34765,66588,133962,0.4111138959504458,0.8125246159905475,1.2447635074653587,2.3841884779261697,4.796519746500054,0.0,0.0,0.0,0.0,1.0,5.0,42.0,211.3,68.0,342.1,385.0,1936.8,120.0,603.7,0.0,0.0,193.5,122480
53,53,Peoria,Arizona,31411,51971,66163,80846,119272,197916,0.47475174946722487,0.7854994483321494,1.2219216178226502,1.8026993939210738,2.991339570454786,4.0,2.4,66.0,39.8,78.0,47.0,266.0,160.3,533.0,321.3,2615.0,1576.4,237.0,142.9,7.0,4.2,179.8,166505
54,54,Phoenix,Arizona,20760,39112,49328,61266,100807,189231,0.42085630879013947,0.7928965293545248,1.242012650016218,2.043606065520597,3.836178235484917,157.0,9.5,1142.0,69.5,3293.0,200.3,7919.0,481.6,12801.0,778.6,39899.0,2426.7,7653.0,465.5,190.0,11.6,419.9,168471
55,55,Prescott,Arizona,20669,38238,48259,57722,95274,166996,0.4282931681137197,0.7923496135435877,1.1960877763733189,1.9742224248326736,3.4604115294556457,0.0,0.0,11.0,25.6,15.0,34.9,131.0,304.8,121.0,281.6,757.0,1761.5,25.0,58.2,2.0,4.7,186.7,146327
56,56,Scottsdale,Arizona,31385,59438,76543,98352,160917,250001,0.4100309629881243,0.7765308388748808,1.284924813503521,2.1023085063297753,3.2661510523496595,5.0,2.0,103.0,40.9,100.0,39.7,188.0,74.7,878.0,348.6,4346.0,1725.7,246.0,97.7,23.0,9.1,164.8,218616
57,57,Surprise,Arizona,31619,51242,61035,73455,103543,157564,0.5180470222003768,0.8395510772507577,1.2034898009338904,1.6964528549193085,2.5815351847300727,2.0,1.5,18.0,13.3,47.0,34.7,53.0,39.2,228.0,168.5,2018.0,1491.0,175.0,129.3,6.0,4.4,113.6,125945
58,58,Tempe,Arizona,19579,39928,50474,63208,100430,183475,0.3879026825692436,0.7910607441455006,1.252288306851052,1.989737290486191,3.6350398224828626,5.0,2.7,151.0,81.1,229.0,123.1,498.0,267.6,1076.0,578.2,6120.0,3288.8,473.0,254.2,20.0,10.7,353.1,163896
59,59,Tucson,Arizona,15519,29423,37973,47488,76297,135909,0.40868511837358124,0.7748400179074606,1.2505727753930425,2.0092434097911673,3.579095673241514,46.0,8.6,498.0,93.6,1431.0,268.8,2293.0,430.8,4424.0,831.1,21125.0,3968.5,2407.0,452.2,156.0,29.3,512.0,120390
