,Unnamed: 0,city,state,20th,40th,Median,60th,80th,95th,20th % of Median,40th % of Median,60th % of Median,80th % of Median,95th % of Median,murders,murdersper100k,rapes,rapesper100k,robberies,robberiesper100k,assaults,assaultsper100k,burglaries,burglariesper100k,thefts,theftsper100k,autothefts,autotheftsper100k,arson,arsonper100k,crime index,income inequality
266,266,Goshen,Indiana,20318,35452,43820,50782,76167,126742,0.46366955727978093,0.809036969420356,1.1588772250114103,1.7381789137380192,2.892332268370607,1.0,3.0,,,18.0,54.2,7.0,21.1,193.0,581.4,852.0,2566.7,73.0,219.9,2.0,6.0,216.4,106424
267,267,Greenfield,Indiana,23546,42395,52513,61884,93050,142004,0.4483842096242835,0.8073239007483861,1.178451050216137,1.7719421857444824,2.704168491611601,0.0,0.0,12.0,54.9,3.0,13.7,79.0,361.2,63.0,288.0,315.0,1440.2,35.0,160.0,,,210.8,118458
268,268,Greenwood,Indiana,25532,44480,53592,67140,97361,155884,0.47641439020749365,0.8299746230780713,1.2527989252127183,1.8167077175697866,2.9087177190625466,1.0,1.7,0.0,0.0,21.0,36.5,276.0,480.1,111.0,193.1,1624.0,2825.1,127.0,220.9,5.0,8.7,254.7,130352
269,269,Hammond,Indiana,17811,33503,41685,50632,76721,126197,0.4272759985606333,0.8037183639198753,1.2146335612330574,1.8404941825596737,3.027395945783855,12.0,15.7,32.0,41.8,180.0,235.1,262.0,342.3,508.0,663.6,2162.0,2824.3,326.0,425.9,32.0,41.8,397.3,108386
270,270,Hobart,Indiana,30284,48575,59424,72710,100118,156526,0.5096257404415724,0.8174306677436726,1.2235796984383414,1.6848074851911685,2.6340535810446957,1.0,3.6,5.0,17.8,13.0,46.3,74.0,263.7,98.0,349.2,1015.0,3616.5,56.0,199.5,,,273.1,126242
271,271,Jeffersonville,Indiana,24728,42246,51130,61784,89066,136554,0.48362996283982007,0.8262468218267162,1.2083708194797576,1.741951887345981,2.6707216898102875,0.0,0.0,17.0,35.8,32.0,67.4,18.0,37.9,184.0,387.7,1070.0,2254.6,181.0,381.4,3.0,6.3,204.3,111826
272,272,Kokomo,Indiana,16847,31926,39968,49619,82200,130966,0.4215122097678142,0.79878903122498,1.2414681745396317,2.0566453162530025,3.276771417133707,6.0,10.4,36.0,62.3,48.0,83.1,327.0,566.2,413.0,715.1,1169.0,2024.0,87.0,150.6,5.0,8.7,351.9,114119
273,273,Lafayette,Indiana,18215,33656,42641,51002,72733,128689,0.42717103257428296,0.789287305644802,1.1960788912079923,1.7057057761309538,3.0179639314274995,4.0,5.5,43.0,59.5,80.0,110.7,237.0,327.9,573.0,792.8,1903.0,2633.0,161.0,222.8,8.0,11.1,336.1,110474
274,274,Lawrence,Indiana,21603,39482,48650,61534,98887,158200,0.444049331963001,0.811551901336074,1.264830421377184,2.0326207605344297,3.2517985611510793,3.0,7.3,3.0,7.3,114.0,276.5,20.0,48.5,222.0,538.4,674.0,1634.7,167.0,405.0,0.0,0.0,248.5,136597
275,275,Logansport,Indiana,18031,28735,34085,41536,67745,104672,0.5290010268446531,0.8430394601730967,1.2186005574299545,1.9875311720698254,3.070910957899369,1.0,5.6,6.0,33.9,6.0,33.9,11.0,62.1,100.0,565.0,535.0,3022.6,25.0,141.2,4.0,22.6,232.8,86641
276,276,Marion,Indiana,15780,26006,31588,37461,61747,104616,0.49955679371913386,0.8232873243003672,1.1859250348233505,1.9547613017601622,3.311890591363809,0.0,0.0,10.0,35.2,32.0,112.7,55.0,193.8,152.0,535.5,821.0,2892.4,84.0,295.9,6.0,21.1,277.6,88836
277,277,Mishawaka,Indiana,18882,31568,38183,46625,71460,124787,0.4945132650656051,0.826755362334023,1.2210931566403898,1.8715135007725952,3.2681297959825053,3.0,6.2,8.0,16.4,54.0,110.8,40.0,82.1,275.0,564.1,,,,,5.0,10.3,315.3,105905
278,278,Muncie,Indiana,12660,23940,31373,39602,64156,112767,0.4035316992318235,0.7630765307748701,1.2622956045006852,2.044943103942881,3.5943964555509513,3.0,4.4,38.0,55.2,85.0,123.5,120.0,174.4,422.0,613.2,1794.0,2607.0,275.0,399.6,,,304.0,100107
279,279,Noblesville,Indiana,33403,58341,70276,85051,121545,208071,0.4753116284364506,0.8301696169389265,1.2102424725368548,1.7295378223006432,2.9607689680687574,0.0,0.0,,,4.0,6.5,25.0,40.6,75.0,121.9,687.0,1116.6,48.0,78.0,0.0,0.0,83.8,174668
280,280,Portage,Indiana,20246,41524,54069,68228,96371,140691,0.3744474652758512,0.7679816530729253,1.2618690931957315,1.7823706745084984,2.6020640292959,3.0,8.2,9.0,24.5,6.0,16.3,34.0,92.5,92.0,250.4,591.0,1608.6,31.0,84.4,,,148.0,120445
281,281,Richmond,Indiana,13725,24400,30844,41073,69578,125199,0.4449811956944625,0.7910776812345999,1.3316366230060952,2.2558033977434833,4.059103877577487,3.0,8.1,36.0,97.3,67.0,181.1,89.0,240.5,609.0,1645.9,1149.0,3105.4,139.0,375.7,38.0,102.7,466.0,111474
282,282,Seymour,Indiana,19948,35540,44143,54364,85474,130364,0.45189497768615633,0.8051106630722878,1.2315429399904854,1.9362979407833631,2.9532202161158057,0.0,0.0,8.0,40.8,8.0,40.8,50.0,255.0,94.0,479.5,572.0,2917.8,66.0,336.7,1.0,5.1,273.1,110416
283,283,Shelbyville,Indiana,19342,33146,42283,52178,81103,126447,0.457441524962751,0.7839084265544072,1.2340183998297187,1.9180994726012819,2.9904926329730626,0.0,0.0,,,4.0,21.0,207.0,1086.8,73.0,383.3,423.0,2220.8,37.0,194.3,0.0,0.0,392.7,107105
284,284,Valparaiso,Indiana,21898,40083,49429,61315,100459,180425,0.44301928017965164,0.8109207145602784,1.2404661231261,2.032389892573186,3.6501851140019017,0.0,0.0,8.0,24.0,9.0,27.0,31.0,93.0,52.0,156.0,431.0,1293.2,21.0,63.0,,,113.6,158527
285,285,Vincennes,Indiana,16271,30463,36870,45629,70551,112106,0.44130729590452944,0.8262272850556007,1.237564415513968,1.913506916192026,3.0405749932194195,1.0,5.6,5.0,28.0,11.0,61.6,7.0,39.2,188.0,1053.4,741.0,4152.0,93.0,521.1,4.0,22.4,341.5,95835
286,286,Westfield,Indiana,44135,75743,90048,110098,152815,246870,0.49012748756218905,0.8411402807391614,1.222659026297086,1.697039356787491,2.7415378464818763,0.0,0.0,1.0,8.3,8.0,66.8,9.0,75.1,71.0,592.8,319.0,2663.4,10.0,83.5,1.0,8.3,196.5,202735
287,287,Altoona,Iowa,32218,59684,72398,91745,124500,201558,0.44501229315726953,0.8243874140169618,1.26723113898174,1.7196607641095059,2.7840271830713554,0.0,0.0,1.0,5.4,3.0,16.2,20.0,107.8,45.0,242.5,477.0,2570.6,23.0,123.9,2.0,10.8,160.4,169340
288,288,Ames,Iowa,14402,30110,41278,54858,95984,171903,0.34890256310867773,0.7294442560201561,1.3289888075972673,2.3253064586462524,4.164518629778574,1.0,1.5,49.0,72.6,23.0,34.1,51.0,75.6,248.0,367.6,1087.0,1611.3,57.0,84.5,0.0,0.0,183.4,157501
289,289,Ankeny,Iowa,39275,64680,76760,92039,129045,201690,0.5116597186034393,0.8426263678999479,1.199048983845753,1.6811490359562271,2.6275403856175092,0.0,0.0,23.0,37.6,10.0,16.4,97.0,158.8,143.0,234.1,650.0,1064.0,38.0,62.2,5.0,8.2,130.7,162415
290,290,Bettendorf,Iowa,31863,60236,75251,93085,138305,243775,0.42342294454558743,0.8004677678701945,1.236993528325205,1.8379157752056452,3.2394918339955616,0.0,0.0,4.0,11.1,9.0,24.9,41.0,113.5,134.0,370.9,470.0,1300.8,46.0,127.3,4.0,11.1,127.2,211912
291,291,Boone,Iowa,23201,36889,48135,58032,80538,145680,0.48199854575672585,0.7663654305598837,1.2056092240573388,1.6731692115923964,3.0264880024929885,0.0,0.0,1.0,7.9,1.0,7.9,62.0,491.8,43.0,341.1,104.0,824.9,14.0,111.0,0.0,0.0,172.8,122479
292,292,Burlington,Iowa,18028,32293,40381,49456,78373,128720,0.4464475867363364,0.799707783363463,1.224734404794334,1.9408385131621306,3.187637750427181,2.0,7.9,14.0,55.5,16.0,63.4,202.0,800.7,240.0,951.4,671.0,2659.8,74.0,293.3,16.0,63.4,435.9,110692
293,293,Carroll,Iowa,20298,32993,45170,61932,89709,155125,0.4493690502545938,0.7304184193048483,1.3710870046491035,1.9860305512508303,3.434248394952402,0.0,0.0,0.0,0.0,1.0,10.1,1.0,10.1,53.0,534.3,103.0,1038.3,12.0,121.0,2.0,20.2,93.6,134827
294,294,Clinton,Iowa,18604,33991,42497,55442,87984,140723,0.43777207802903734,0.7998446949196414,1.304609737157917,2.070357907617008,3.3113631550462386,0.0,0.0,32.0,125.3,21.0,82.2,242.0,947.8,277.0,1084.9,874.0,3423.2,104.0,407.3,11.0,43.1,560.0,122119
295,295,Clive,Iowa,40013,75127,90502,111466,172741,250001,0.4421228260148947,0.8301142516187487,1.2316412896952553,1.90869815031712,2.7623809418576384,0.0,0.0,2.0,11.2,0.0,0.0,12.0,67.0,38.0,212.1,211.0,1177.9,23.0,128.4,4.0,22.3,94.6,209988
296,296,Coralville,Iowa,23842,49255,60115,75872,124810,232971,0.3966065042002828,0.8193462530150545,1.2621142809614905,2.0761873076603177,3.875422107627048,0.0,0.0,14.0,67.8,18.0,87.2,15.0,72.6,118.0,571.4,621.0,3007.0,14.0,67.8,0.0,0.0,260.6,209129
297,297,Creston,Iowa,20405,32095,43137,49896,78179,127967,0.47302779516424415,0.7440248510559381,1.1566868349676611,1.812342072930431,2.9665252567401534,0.0,0.0,0.0,0.0,0.0,0.0,13.0,166.0,24.0,306.6,134.0,1711.6,7.0,89.4,3.0,38.3,130.3,107562
298,298,Davenport,Iowa,20186,37902,48191,59130,92140,151825,0.4188748936523417,0.7864954037060862,1.2269925919777551,1.911975265090992,3.1504845303064886,13.0,12.6,90.0,87.3,203.0,197.0,444.0,430.8,1108.0,1075.1,3586.0,3479.4,555.0,538.5,23.0,22.3,497.9,131639
299,299,Decorah,Iowa,21258,40772,52912,64731,96147,150145,0.40176141517992137,0.7705624433020865,1.2233708799516179,1.817111430299365,2.83763607499244,0.0,0.0,0.0,0.0,0.0,0.0,4.0,50.7,6.0,76.1,71.0,900.7,7.0,88.8,2.0,25.4,58.6,128887
300,300,Denison,Iowa,17264,38114,47465,57288,93064,163037,0.3637206362582956,0.8029916780785842,1.2069524913093859,1.9606868218687454,3.4348888654798273,0.0,0.0,3.0,36.1,0.0,0.0,12.0,144.5,14.0,168.6,47.0,566.0,4.0,48.2,0.0,0.0,96.1,145773
301,301,Dubuque,Iowa,20885,37451,48021,58073,87630,136675,0.4349138918389871,0.779887965681681,1.2093250869411298,1.8248266383457237,2.8461506424272716,2.0,3.4,40.0,68.2,16.0,27.3,108.0,184.1,333.0,567.5,1210.0,2062.2,63.0,107.4,15.0,25.6,237.2,115790
302,302,Fairfield,Iowa,14903,28338,38906,50365,83000,124429,0.38305145735876217,0.7283709453554722,1.2945304066210868,2.133347041587416,3.1981956510563925,0.0,0.0,5.0,48.4,0.0,0.0,11.0,106.4,111.0,1073.8,211.0,2041.2,16.0,154.8,2.0,19.3,229.2,109526
303,303,Grinnell,Iowa,21004,37156,45948,56825,86386,159630,0.4571254461565248,0.8086532602071907,1.2367241229215635,1.8800818316357621,3.474144685296422,0.0,0.0,7.0,76.6,2.0,21.9,66.0,722.0,55.0,601.7,162.0,1772.2,12.0,131.3,3.0,32.8,335.7,138626
304,304,Indianola,Iowa,24733,42769,51414,64836,96574,158233,0.48105574357178976,0.8318551367331856,1.261057299568211,1.8783599797720465,3.0776247714630256,2.0,12.5,13.0,81.5,0.0,0.0,75.0,470.1,70.0,438.8,263.0,1648.6,26.0,163.0,3.0,18.8,294.0,133500
305,305,Johnston,Iowa,46164,81040,95565,114995,168382,250001,0.4830638832208444,0.8480092083921938,1.2033171140061738,1.7619630617904045,2.6160309736828338,1.0,4.6,4.0,18.3,7.0,32.1,20.0,91.7,32.0,146.7,199.0,912.2,11.0,50.4,0.0,0.0,102.6,203837
306,306,Keokuk,Iowa,14686,27197,34847,43288,70115,118028,0.4214423049329928,0.7804689069360347,1.2422303211180303,2.012081384337246,3.3870347519155164,1.0,9.6,5.0,48.2,3.0,28.9,81.0,780.6,202.0,1946.8,400.0,3855.1,54.0,520.4,2.0,19.3,554.7,103342
307,307,Marion,Iowa,28698,53011,67308,81659,111960,181785,0.42636833660188983,0.7875883995958876,1.2132138824508232,1.6633981101800677,2.7007933678017473,1.0,2.6,11.0,28.2,13.0,33.3,43.0,110.1,141.0,361.1,446.0,1142.1,36.0,92.2,10.0,25.6,138.0,153087
308,308,Marshalltown,Iowa,23384,40854,50934,59236,85498,145180,0.45910393843012526,0.802096831193309,1.1629952487532886,1.678603683197864,2.8503553618408137,1.0,3.6,15.0,54.3,14.0,50.7,133.0,481.4,181.0,655.1,572.0,2070.4,60.0,217.2,15.0,54.3,308.2,121796
309,309,Muscatine,Iowa,21582,40911,50059,61822,91243,146417,0.43113126510717353,0.8172556383467509,1.23498272038994,1.8227092031402945,2.9248886314149303,0.0,0.0,18.0,75.2,6.0,25.1,170.0,710.1,84.0,350.9,358.0,1495.4,37.0,154.6,13.0,54.3,306.4,124835
310,310,Newton,Iowa,20812,37398,47377,57512,88019,128625,0.439284885070815,0.789370369588619,1.213922367393461,1.8578424129852038,2.7149249635899277,0.0,0.0,9.0,60.0,2.0,13.3,60.0,400.0,146.0,973.4,335.0,2233.5,18.0,120.0,0.0,0.0,299.1,107813
311,311,Norwalk,Iowa,41387,67611,80675,94668,125170,192450,0.5130089866749302,0.8380663154632786,1.1734490238611714,1.5515339324449953,2.3854973659745893,0.0,0.0,1.0,9.2,1.0,9.2,7.0,64.4,13.0,119.6,69.0,634.5,8.0,73.6,0.0,0.0,62.6,151063
312,312,Oskaloosa,Iowa,15773,32096,40837,51409,79783,118703,0.3862428679873644,0.7859539143423856,1.2588828758233954,1.9536939540122928,2.906751230501751,0.0,0.0,4.0,34.7,3.0,26.0,39.0,338.4,58.0,503.3,175.0,1518.4,9.0,78.1,2.0,17.4,205.5,102930
313,313,Ottumwa,Iowa,16203,30333,38090,47496,76340,119187,0.4253872407456025,0.7963507482278813,1.2469414544499868,2.004200577579417,3.129088999737464,0.0,0.0,23.0,94.3,13.0,53.3,107.0,438.6,287.0,1176.4,918.0,3762.8,89.0,364.8,22.0,90.2,441.2,102984
314,314,Pella,Iowa,27713,49298,60568,71114,98473,138360,0.4575518425571259,0.8139281468762383,1.17411834632149,1.6258255184255712,2.2843745872407872,0.0,0.0,5.0,48.8,0.0,0.0,14.0,136.7,26.0,253.9,96.0,937.5,13.0,127.0,0.0,0.0,131.8,110647
315,315,Perry,Iowa,21384,34576,42177,51459,79012,115125,0.5070061882068426,0.8197832942124855,1.2200725513905684,1.873343291367333,2.729568248097304,0.0,0.0,1.0,12.8,1.0,12.8,14.0,178.9,105.0,1342.0,131.0,1674.3,11.0,140.6,1.0,12.8,222.0,93741
316,316,Spencer,Iowa,17495,35429,45559,57967,93671,137713,0.3840075506486095,0.7776509580982901,1.2723501393797054,2.0560372264536095,3.0227397440681316,0.0,0.0,14.0,125.8,0.0,0.0,1.0,9.0,42.0,377.5,175.0,1573.0,13.0,116.9,2.0,18.0,201.2,120218
317,317,Urbandale,Iowa,38329,65843,81862,97896,148671,250001,0.46821480051794484,0.8043170213285774,1.1958662138721263,1.8161173682538907,3.0539322274071,0.0,0.0,10.0,22.9,8.0,18.3,97.0,222.3,139.0,318.5,352.0,806.7,47.0,107.7,5.0,11.5,131.5,211672
318,318,Waterloo,Iowa,18782,34638,44146,54061,81235,137616,0.42545190957278123,0.7846237484709826,1.2245956598559327,1.840144067412676,3.1172926199429165,5.0,7.4,34.0,50.1,53.0,78.1,249.0,367.0,532.0,784.0,1253.0,1846.6,142.0,209.3,19.0,28.0,297.1,118834
319,319,Waukee,Iowa,39170,65037,81250,101263,142372,250001,0.4820923076923077,0.8004553846153846,1.246313846153846,1.7522707692307693,3.0769353846153846,0.0,0.0,2.0,11.1,0.0,0.0,12.0,66.8,29.0,161.5,113.0,629.5,5.0,27.9,0.0,0.0,61.0,210831
320,320,Waverly,Iowa,25855,50379,61007,77792,114342,174766,0.42380382579048304,0.825790483059321,1.2751323618601145,1.8742439392200896,2.8646876587932533,0.0,0.0,4.0,39.6,1.0,9.9,109.0,1078.8,25.0,247.4,91.0,900.6,2.0,19.8,0.0,0.0,305.3,148911
321,321,Abilene,Kansas,16644,36737,46598,56493,86967,156724,0.357182711704365,0.7883814755998112,1.2123481694493325,1.8663247349671659,3.363320314176574,0.0,0.0,2.0,31.2,0.0,0.0,5.0,78.0,13.0,202.9,79.0,1233.0,3.0,46.8,0.0,0.0,107.9,140080
322,322,Andover,Kansas,39798,70396,85230,97317,137694,231769,0.46694825765575504,0.8259533028276429,1.14181626187962,1.6155579021471314,2.7193359145840668,0.0,0.0,0.0,0.0,4.0,30.3,14.0,106.2,19.0,144.1,260.0,1972.2,16.0,121.4,4.0,30.3,129.0,191971
323,323,Atchison,Kansas,16748,29572,41696,50228,80808,134309,0.40166922486569456,0.7092287029930928,1.204623944742901,1.938027628549501,3.2211483115886415,1.0,9.4,4.0,37.6,1.0,9.4,31.0,291.7,47.0,442.2,294.0,2766.3,27.0,254.0,3.0,28.2,272.0,117561
324,324,Augusta,Kansas,21921,36460,47121,56562,90855,155227,0.46520659578531864,0.7737526792725112,1.200356528936143,1.9281212198382887,3.2942212601600134,0.0,0.0,2.0,21.4,2.0,21.4,15.0,160.8,45.0,482.4,293.0,3140.7,17.0,182.2,0.0,0.0,229.7,133306
325,325,Chanute,Kansas,14706,27064,37887,46398,71352,121650,0.3881542481589991,0.7143347322300525,1.224641697679943,1.8832845039195503,3.210863884709795,0.0,0.0,10.0,107.1,3.0,32.1,28.0,299.8,,,175.0,1873.5,16.0,171.3,6.0,64.2,280.6,106944
326,326,Coffeyville,Kansas,13621,24513,33204,43232,72184,119283,0.41022166004095895,0.7382544271774485,1.3020118058065293,2.173954945187327,3.592428623057463,3.0,31.8,4.0,42.4,4.0,42.4,37.0,392.7,108.0,1146.1,331.0,3512.7,21.0,222.9,3.0,31.8,427.5,105662
327,327,Derby,Kansas,37623,57753,68965,80746,115595,189125,0.5455375915319365,0.8374247806858551,1.170825781193359,1.676140071050533,2.742333067498006,0.0,0.0,10.0,42.0,1.0,4.2,17.0,71.4,56.0,235.1,406.0,1704.4,38.0,159.5,0.0,0.0,146.5,151502
328,328,Emporia,Kansas,15385,30510,36888,44637,70210,127608,0.4170733029711559,0.8270982433311646,1.2100683148991542,1.9033289958794188,3.4593363695510737,1.0,4.0,11.0,44.3,7.0,28.2,28.0,112.9,104.0,419.3,570.0,2298.0,27.0,108.9,1.0,4.0,204.6,112223
329,329,Gardner,Kansas,38356,57676,70309,79835,107716,153451,0.5455347110611728,0.8203217226813068,1.1354876331621842,1.5320371502937036,2.1825228633603095,1.0,4.7,5.0,23.3,5.0,23.3,30.0,139.9,39.0,181.8,248.0,1156.2,18.0,83.9,1.0,4.7,128.6,115095
330,330,Hays,Kansas,18307,35548,45795,58561,93490,156673,0.39975979910470577,0.7762419478108964,1.278764057211486,2.0414892455508244,3.4211813516759473,0.0,0.0,4.0,18.9,6.0,28.4,55.0,260.5,56.0,265.3,439.0,2079.6,22.0,104.2,0.0,0.0,185.9,138366
331,331,Haysville,Kansas,25876,41788,51660,60257,88614,130989,0.5008904374758033,0.8089043747580333,1.1664150212930702,1.7153310104529618,2.5355981416957025,0.0,0.0,3.0,26.5,1.0,8.8,39.0,344.7,54.0,477.3,297.0,2625.1,20.0,176.8,3.0,26.5,245.4,105113
332,332,Hutchinson,Kansas,20447,35367,42646,53608,80723,131292,0.47945880035642263,0.8293157623223749,1.2570463818412043,1.8928621676124373,3.0786474698682174,2.0,4.9,36.0,87.5,37.0,89.9,165.0,400.9,427.0,1037.4,1376.0,3343.1,138.0,335.3,17.0,41.3,420.0,110845
333,333,Independence,Kansas,14485,30629,39271,46897,71250,111106,0.3688472409666166,0.7799393954826717,1.1941890962796975,1.8143159074125945,2.8292123959155613,1.0,11.5,5.0,57.5,7.0,80.5,47.0,540.7,111.0,1277.0,440.0,5062.1,26.0,299.1,14.0,161.1,517.1,96621
334,334,Lansing,Kansas,35649,64250,83356,96280,144095,232988,0.42767167330486106,0.7707903450261528,1.1550458275349105,1.7286698018139066,2.7950957339603626,0.0,0.0,6.0,50.2,4.0,33.5,18.0,150.7,31.0,259.6,93.0,778.8,11.0,92.1,0.0,0.0,137.1,197339
335,335,Lawrence,Kansas,18394,36136,47938,60081,102605,186463,0.38370395093662646,0.7538070007092494,1.2533063540406357,2.1403688097125455,3.889669990404272,1.0,1.1,50.0,55.5,74.0,82.2,213.0,236.6,493.0,547.6,2959.0,3286.5,173.0,192.1,19.0,21.1,303.8,168069
336,336,Leavenworth,Kansas,20638,44179,55702,69795,104404,166152,0.37050734264478835,0.7931313058777064,1.2530070733546372,1.8743312627912823,2.982873146386126,3.0,8.3,25.0,68.9,40.0,110.2,190.0,523.6,231.0,636.6,900.0,2480.4,142.0,391.4,8.0,22.0,384.5,145514
337,337,Leawood,Kansas,58267,117463,147722,180125,250001,250001,0.3944368475920987,0.7951625350320196,1.219351213766399,1.6923748663029203,1.6923748663029203,0.0,0.0,4.0,11.4,2.0,5.7,25.0,71.4,44.0,125.6,369.0,1053.4,26.0,74.2,2.0,5.7,82.0,191734
338,338,Lenexa,Kansas,37872,64252,78798,95868,140358,233297,0.48062133556689257,0.815401406127059,1.2166298637021244,1.7812381024899109,2.9606969720043654,1.0,1.9,17.0,31.6,9.0,16.8,63.0,117.3,145.0,269.9,696.0,1295.7,97.0,180.6,1.0,1.9,142.7,195425
339,339,Liberal,Kansas,23301,39348,46910,57741,86000,139054,0.4967171178853123,0.8387976977190365,1.2308889362609252,1.833297804306118,2.9642720102323596,1.0,4.9,6.0,29.5,4.0,19.7,55.0,270.7,70.0,344.5,209.0,1028.7,16.0,78.8,3.0,14.8,165.1,115753
340,340,McPherson,Kansas,30241,44078,54057,66848,97726,154644,0.559428011173391,0.8153985607784375,1.2366206041770724,1.8078324731302144,2.860758088684167,1.0,7.6,5.0,38.0,6.0,45.6,15.0,113.9,93.0,706.2,283.0,2149.0,24.0,182.2,0.0,0.0,232.0,124403
341,341,Merriam,Kansas,28048,47120,57281,69160,95768,151997,0.4896562560011173,0.8226113370925787,1.2073811560552365,1.6718981861350186,2.653532584975821,1.0,8.9,6.0,53.2,3.0,26.6,32.0,283.7,36.0,319.2,529.0,4690.5,111.0,984.2,1.0,8.9,413.7,123949
342,342,Mission,Kansas,30338,43309,53655,63945,93250,140301,0.5654272667971298,0.8071754729288976,1.1917808219178083,1.7379554561550647,2.614872798434442,0.0,0.0,8.0,84.0,2.0,21.0,19.0,199.5,36.0,378.0,323.0,3391.8,55.0,577.5,1.0,10.5,321.7,109963
343,343,Newton,Kansas,22195,40528,46266,56553,81786,145589,0.47972593265032637,0.8759780400293953,1.222344702373233,1.7677344053948905,3.1467816539143216,2.0,10.5,22.0,115.2,8.0,41.9,89.0,466.1,95.0,497.5,564.0,2953.7,24.0,125.7,8.0,41.9,381.9,123394
344,344,Olathe,Kansas,36200,64053,79691,94879,133511,206753,0.4542545582311679,0.8037670502315193,1.1905861389617398,1.675358572486228,2.5944334993913993,2.0,1.5,71.0,51.8,33.0,24.1,149.0,108.7,165.0,120.4,1641.0,1197.2,152.0,110.9,9.0,6.6,138.5,170553
345,345,Ottawa,Kansas,20374,37085,42404,52084,78627,132156,0.4804735402320536,0.8745637204037355,1.2282803509102915,1.8542354494858975,3.1165927742665787,0.0,0.0,9.0,73.0,5.0,40.5,33.0,267.6,29.0,235.1,293.0,2375.5,19.0,154.0,5.0,40.5,247.9,111782
346,346,Parsons,Kansas,14380,26698,34972,42049,70700,117746,0.4111860917305273,0.7634107285828663,1.2023618895116093,2.0216172938350683,3.366864920507835,1.0,10.2,11.0,112.1,5.0,50.9,60.0,611.3,115.0,1171.7,305.0,3107.5,22.0,224.1,4.0,40.8,471.8,103366
347,347,Pittsburg,Kansas,12200,25943,33159,41260,68266,132195,0.3679242437950481,0.7823818571126994,1.244307729424892,2.058747248107603,3.986700443318556,0.0,0.0,24.0,117.7,9.0,44.2,57.0,279.6,119.0,583.8,781.0,3831.4,68.0,333.6,11.0,54.0,384.2,119995
348,348,Pratt,Kansas,18963,32029,42283,53875,76207,140250,0.44847811177068797,0.7574911903128917,1.274152732776766,1.8023082562732067,3.316935884397985,0.0,0.0,1.0,14.6,0.0,0.0,9.0,131.3,96.0,1400.6,207.0,3020.1,10.0,145.9,0.0,0.0,268.5,121287
349,349,Salina,Kansas,20882,36540,45896,54646,82842,147956,0.45498518389402126,0.796147812445529,1.1906484225204812,1.8049938992504793,3.2237232002788914,2.0,4.2,42.0,88.9,22.0,46.6,135.0,285.7,283.0,598.9,1364.0,2886.7,111.0,234.9,29.0,61.4,326.9,127074
350,350,Shawnee,Kansas,34218,63859,79048,96739,138552,235299,0.43287622710252,0.8078509260196336,1.2238007286711872,1.752757818034612,2.9766597510373445,0.0,0.0,18.0,27.4,14.0,21.3,85.0,129.4,114.0,173.6,839.0,1277.3,138.0,210.1,9.0,13.7,134.3,201081
351,351,Topeka,Kansas,19388,35084,43740,55289,84686,143790,0.4432556012802926,0.802103337905807,1.264037494284408,1.9361225422953818,3.287379972565158,27.0,21.3,56.0,44.2,269.0,212.4,425.0,335.6,1001.0,790.5,4725.0,3731.5,768.0,606.5,11.0,8.7,462.0,124402
352,352,Wellington,Kansas,15978,31259,41703,56179,81661,138730,0.38313790374793183,0.749562381603242,1.3471213102174904,1.9581564875428625,3.3266191880680047,0.0,0.0,6.0,76.5,3.0,38.2,17.0,216.7,77.0,981.5,335.0,4270.2,32.0,407.9,2.0,25.5,388.1,122752
353,353,Wichita,Kansas,20289,36859,46775,58223,93740,166460,0.4337573490112239,0.7880064136825227,1.2447461250668093,2.004061998931053,3.5587386424371994,35.0,8.9,382.0,97.7,599.0,153.2,2982.0,762.5,3281.0,839.0,15890.0,4063.1,2478.0,633.6,100.0,25.6,566.4,146171
354,354,Winfield,Kansas,18039,33106,41297,53638,85363,129966,0.436811390657917,0.8016562946461002,1.2988352664842482,2.0670508753662493,3.147105116594426,1.0,8.1,2.0,16.3,3.0,24.4,17.0,138.5,63.0,513.3,335.0,2729.3,21.0,171.1,1.0,8.1,223.2,111927
355,355,Alexandria,Kentucky,29344,56753,74409,91380,124412,186811,0.3943608972032953,0.7627168756467632,1.228077248719913,1.6720020427636442,2.5105968364041984,0.0,0.0,2.0,21.1,0.0,0.0,0.0,0.0,19.0,200.3,126.0,1328.3,14.0,147.6,0.0,0.0,95.8,157467
356,356,Ashland,Kentucky,13232,30156,39742,51905,82961,154339,0.33294751144884505,0.7587942227366514,1.3060490161541947,2.087489306023854,3.883523728045896,0.0,0.0,11.0,52.6,3.0,14.3,25.0,119.5,113.0,540.0,698.0,3335.4,53.0,253.3,1.0,4.8,261.7,141107
357,357,Bardstown,Kentucky,18178,31381,40353,50064,74199,142036,0.4504745619904344,0.7776621316878547,1.240651252694967,1.8387480484722325,3.519837434639308,1.0,7.5,7.0,52.5,8.0,60.0,10.0,75.0,78.0,585.4,242.0,1816.1,43.0,322.7,1.0,7.5,229.5,123858
358,358,Berea,Kentucky,15320,34397,40141,47974,73464,118290,0.38165466729777536,0.8569044119478837,1.1951371415759449,1.8301487257417604,2.946862310355995,0.0,0.0,5.0,34.3,1.0,6.9,5.0,34.3,105.0,720.6,205.0,1406.9,9.0,61.8,2.0,13.7,148.0,102970
